id,Tenure Months,Total Charges,Senior Citizen,Partner,Dependents,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Internet Service,Churn_Value
5966,61,5731.85,0,1,0,0,1,1,1,0,1,3,0,4,2,0
2308,52,3342.45,0,0,0,1,1,0,0,1,0,2,1,4,1,0
4453,2,153.8,1,1,0,0,0,0,0,0,0,3,1,2,2,0
1007,1,74.2,1,0,0,0,0,0,0,0,0,3,1,2,2,1
3398,23,1702.9,0,1,1,0,0,1,0,0,0,3,1,4,2,0
1220,2,147.15,0,0,0,0,0,0,0,0,0,3,0,4,2,1
1438,5,415.55,1,0,0,0,0,1,0,1,0,3,1,1,2,1
415,7,415.95,0,0,0,0,0,0,1,1,0,3,1,1,1,1
3466,1,43.95,0,0,0,0,0,0,0,0,0,3,0,4,1,0
1917,31,2497.2,0,0,0,0,1,1,1,1,1,2,0,1,1,0
4001,72,6716.45,1,1,1,1,1,1,1,1,1,2,1,3,1,0
1870,34,1889.5,0,0,0,1,0,1,0,0,0,1,0,1,1,0
5598,72,5893.9,0,1,1,1,0,1,1,1,1,2,0,4,1,0
2518,72,7015.9,0,1,0,1,0,1,1,1,0,2,1,3,2,0
3800,29,2878.75,0,0,0,0,0,1,0,1,1,3,0,3,2,0
3576,11,1020.2,0,1,1,0,0,0,0,1,1,3,0,2,2,0
388,24,2407.3,0,0,0,0,0,1,0,1,1,3,1,2,2,1
3819,70,7987.6,1,1,0,1,1,1,1,1,1,2,1,4,2,0
2454,59,6152.3,0,1,0,1,1,1,1,0,1,1,1,4,2,0
4826,1,45.35,0,0,0,0,0,0,0,0,0,3,0,1,1,0
2560,32,2404.15,0,1,1,1,1,1,1,0,1,3,0,3,1,0
2365,65,4459.15,0,1,0,1,1,0,0,0,1,2,1,1,1,0
4665,43,3581.6,0,1,0,1,0,1,0,1,1,1,1,2,1,0
3031,68,3975.9,1,1,0,0,1,1,1,0,0,1,1,3,1,0
6466,69,6875.35,0,1,0,1,0,0,0,1,1,2,0,3,2,0
1908,66,7076.35,1,1,0,0,1,1,1,1,1,1,1,2,2,0
517,14,1259,0,1,0,0,1,0,0,0,1,3,1,3,2,1
2698,50,4179.1,0,0,0,1,0,1,1,1,1,1,1,4,1,0
526,57,5464.65,0,0,0,0,0,1,0,1,1,2,1,2,2,1
1650,1,69.95,0,0,0,0,0,0,0,0,0,3,0,2,2,1
3738,7,715,0,0,0,0,0,1,1,1,1,3,1,2,2,0
17,18,1752.55,1,0,1,0,0,0,0,1,1,3,1,2,2,1
4546,23,1284.2,0,0,1,0,1,0,1,0,0,3,1,3,1,0
1106,3,256.6,0,1,0,0,0,0,0,0,0,3,1,2,2,1
2402,20,1683.7,0,1,0,0,0,1,1,0,0,3,1,1,2,0
4161,72,8182.75,0,1,0,1,1,1,1,1,1,2,1,3,2,0
419,1,88.8,1,0,0,0,0,1,0,1,0,3,1,2,2,1
6514,6,401.3,0,0,0,0,0,0,0,0,0,3,1,1,2,0
5368,11,929.3,0,0,0,1,0,0,0,0,0,3,1,3,2,0
2777,61,4729.3,0,1,0,1,0,1,1,0,1,2,0,4,1,0
6493,23,2341.55,0,0,0,0,0,0,0,1,1,3,1,2,2,0
4079,72,7880.25,0,1,0,1,1,1,0,1,1,2,1,2,2,0
4407,71,6239.05,0,1,1,1,1,1,1,1,1,2,1,4,1,0
4576,9,788.6,0,0,0,0,0,0,0,1,1,3,1,1,2,0
6877,70,7195.35,1,1,0,0,1,0,1,1,1,1,1,3,2,0
4643,15,749.25,0,0,0,0,0,0,0,0,0,3,1,2,1,0
570,2,184.1,0,0,0,0,0,0,0,0,1,3,0,2,2,1
1000,15,679.55,0,0,0,0,0,0,0,0,0,3,1,2,1,1
1846,22,1692.6,1,0,0,0,0,0,0,0,0,3,1,3,2,1
2912,67,6373.1,0,1,1,0,1,0,0,0,1,3,1,3,2,0
3717,41,2894.55,0,0,1,1,1,1,0,1,0,1,0,1,1,0
2996,19,1093.4,0,0,0,0,0,0,0,0,1,3,1,2,1,0
2179,70,6858.9,0,1,0,0,1,1,1,0,1,2,1,3,2,0
586,28,2625.55,0,0,0,0,1,0,0,0,1,3,1,2,2,1
3342,67,6717.9,0,1,1,0,0,1,1,1,1,2,1,3,2,0
4783,3,161.45,0,0,0,0,0,1,0,1,0,3,0,2,1,0
5632,28,2320.8,0,1,1,1,0,0,0,0,1,1,1,3,2,0
1305,1,44.1,0,0,0,0,0,0,0,0,0,3,1,2,1,1
4312,38,3653,1,0,0,0,0,0,0,1,1,3,0,2,2,0
5340,1,61.15,0,0,0,1,1,0,0,0,0,3,0,2,1,0
1431,1,84.65,0,0,0,0,0,0,0,1,0,3,1,1,2,1
503,47,5118.95,0,1,0,0,0,1,1,1,1,3,1,3,2,1
2530,7,609.65,1,0,0,0,0,1,0,1,0,3,1,2,2,0
4056,27,2793.55,0,1,1,1,1,0,1,1,0,3,0,2,2,0
6954,54,4869.5,0,0,0,0,0,1,0,0,1,3,0,4,2,0
2353,49,4287.2,1,0,0,0,1,1,0,0,1,1,1,3,2,0
1614,2,113.35,0,0,0,1,0,1,0,0,0,3,1,1,1,1
2381,1,49.9,0,0,0,0,0,0,1,0,0,3,1,2,1,0
5671,30,2638.1,0,0,0,0,0,0,1,1,1,1,1,3,2,0
1289,17,1539.45,0,1,0,1,0,1,0,1,0,3,1,2,2,1
4285,24,1821.2,0,1,1,1,0,0,0,1,1,1,0,1,1,0
5084,13,877.35,0,1,1,0,0,0,0,1,1,1,1,2,1,0
188,15,1444.65,0,0,0,0,0,0,0,1,1,3,1,2,2,1
4020,32,2010.95,0,0,0,0,0,0,0,1,1,1,1,3,1,0
3311,14,668.85,0,1,0,0,0,1,0,0,0,3,0,4,1,0
6693,61,6375.2,0,1,0,1,1,0,0,1,1,3,1,2,2,0
746,6,455.3,0,0,0,0,0,0,0,1,1,3,1,2,2,1
4947,12,1066.9,0,0,0,0,0,0,0,0,1,3,1,2,2,0
1250,24,2431.35,0,1,0,0,1,1,0,1,1,3,1,4,2,1
4276,61,5264.5,0,1,1,1,1,1,1,1,1,1,0,3,1,0
5270,1,59.55,0,0,1,0,0,0,1,0,1,3,1,1,1,0
5838,56,5270.6,0,1,0,1,0,0,0,1,1,1,1,2,2,0
1439,1,73.65,1,0,0,0,0,0,0,0,0,3,1,2,2,1
386,37,3475.55,0,0,0,0,0,0,1,1,1,3,0,3,2,1
3356,72,8477.7,0,1,1,1,1,1,1,1,1,2,1,3,2,0
4760,18,1745.5,0,1,0,0,0,1,0,1,1,3,1,4,2,0
3343,9,637.4,1,0,0,0,0,1,0,0,0,3,0,4,2,0
723,17,1515.1,0,1,0,0,0,0,0,1,1,3,1,2,2,1
5687,4,169.65,0,1,1,0,0,0,0,0,0,3,0,2,1,0
4745,53,4348.1,0,0,0,0,1,0,1,0,0,3,1,1,2,0
3652,43,3398.9,0,1,0,0,1,0,0,0,0,3,0,2,2,0
2091,40,3015.75,0,1,1,0,0,1,0,1,1,3,1,2,1,0
1773,57,5746.15,1,1,0,0,0,1,0,1,1,3,0,2,2,1
3386,34,2896.6,0,0,0,0,0,0,0,1,0,3,0,2,2,0
876,16,834.15,0,0,0,0,1,0,1,0,0,3,1,1,1,1
598,1,74.5,0,1,0,0,0,0,0,0,0,3,1,2,2,1
5030,45,3371,0,1,1,1,1,0,1,1,0,2,0,4,1,0
38,4,273,0,0,1,0,0,0,0,0,0,3,1,3,2,1
5861,15,1505.45,0,0,0,0,0,1,0,1,1,3,1,4,2,0
1361,47,3825.85,1,1,0,1,0,0,0,0,0,3,0,2,2,1
865,9,762.5,1,0,0,0,0,0,0,0,1,3,1,2,2,1
6034,37,3314.15,0,1,1,0,0,0,0,1,1,3,1,2,2,0
2932,41,4507.15,0,0,1,1,1,1,1,1,1,2,1,2,2,0
1740,15,1107.25,0,1,0,0,0,0,0,0,0,3,1,3,2,1
2265,2,174.45,0,0,0,0,0,0,0,1,0,3,1,2,2,0
905,7,602.55,0,0,0,0,0,0,0,0,1,3,1,1,2,1
1882,21,1862.9,0,0,0,0,1,1,0,0,1,3,1,2,2,0
3093,9,663.55,0,0,0,0,0,0,0,0,0,3,1,2,2,0
268,14,1266.1,1,0,0,0,0,0,0,1,1,3,0,4,2,1
994,66,5154.6,1,1,0,1,1,1,1,1,0,2,0,4,1,1
2873,61,4904.85,1,1,0,0,1,0,0,0,0,3,1,2,2,0
473,32,2661.1,1,1,0,0,0,0,0,0,1,3,0,2,2,1
203,2,178.7,0,0,0,0,0,1,0,0,1,3,1,1,2,1
622,33,3467,0,1,0,1,0,1,0,1,1,1,1,1,2,1
2644,43,4209.95,0,1,1,0,0,1,0,1,1,3,1,3,2,0
4873,14,1346.3,1,1,1,0,0,0,0,1,1,3,1,2,2,0
2304,35,3365.4,1,1,0,1,1,0,0,0,1,3,1,2,2,0
4700,2,103.7,0,0,0,0,1,0,0,0,0,3,0,1,1,0
1924,3,177.4,0,0,1,1,0,0,1,0,1,3,1,3,1,0
5615,67,6368.2,0,1,0,0,1,1,0,0,1,2,1,2,2,0
1369,16,1587.55,1,1,0,0,0,1,0,1,1,3,1,2,2,1
2271,60,4946.7,0,1,0,0,1,1,1,1,1,2,1,3,1,0
2877,23,2192.9,0,0,0,0,1,0,0,1,1,3,0,1,2,0
5850,33,2406.1,0,0,0,0,0,0,0,0,0,3,1,3,2,0
3230,45,3273.8,0,0,0,1,0,1,0,1,1,3,1,2,1,0
5588,22,2180.55,0,1,0,1,1,0,1,1,1,3,1,2,2,0
5090,63,4995.35,0,0,0,1,1,1,1,0,1,2,1,4,1,0
652,1,74.25,0,0,0,0,0,0,0,0,0,3,1,1,2,1
4693,64,3756.45,0,1,0,0,0,1,1,0,0,1,0,3,1,0
5865,18,1411.65,1,0,0,0,1,0,0,0,0,3,1,4,2,0
2129,37,2278.75,0,1,0,1,0,1,1,0,0,2,1,4,1,0
4982,48,3772.65,0,0,0,0,1,0,0,0,0,1,0,2,2,0
1477,7,529.5,0,1,0,0,0,0,0,0,0,3,1,3,2,1
4550,24,1928.7,0,1,0,0,0,1,0,0,0,3,1,1,2,0
6221,72,8192.6,0,0,0,1,1,1,1,1,1,2,1,4,2,0
2918,71,6585.2,1,1,0,1,1,1,1,0,0,1,1,2,2,0
5456,63,6991.9,1,1,0,1,1,1,0,1,1,2,0,4,2,0
1462,13,973.45,0,0,0,0,1,1,0,0,0,3,1,2,2,1
1380,11,608,0,0,0,0,0,1,0,0,0,3,0,2,1,1
1513,32,3432.9,0,0,0,1,1,0,1,1,1,3,1,4,2,1
380,5,349.65,1,0,0,0,0,1,0,0,0,3,1,4,2,1
1229,22,1914.9,0,1,0,0,0,1,0,1,1,3,1,4,2,1
3730,64,7334.05,0,0,0,1,1,1,1,1,1,2,1,3,2,0
4292,23,1423.35,0,1,1,1,0,0,1,0,0,1,0,4,1,0
3806,18,1299.8,0,0,0,1,0,1,1,1,0,3,1,2,1,0
1591,12,866.45,0,1,0,1,0,0,1,0,0,3,0,3,2,1
1409,1,50.8,0,0,0,0,0,0,1,0,0,3,1,2,1,1
716,1,86.05,1,1,0,0,0,0,0,1,0,3,1,2,2,1
2596,11,888.65,0,0,0,0,0,0,0,0,0,3,0,2,2,0
3619,69,7806.5,0,1,0,1,1,1,1,1,1,2,1,3,2,0
1401,26,2335.3,0,0,0,0,1,1,0,1,0,3,0,2,2,1
384,5,424.15,0,0,0,0,1,1,0,0,0,3,1,2,2,1
4347,27,1461.45,0,0,0,1,0,0,1,0,0,3,0,1,1,0
1038,1,78.65,0,0,0,0,0,0,0,0,1,3,0,2,2,1
2613,4,284.9,0,1,1,0,0,0,0,0,0,3,1,1,2,0
1318,1,70.3,0,0,0,0,0,0,0,0,0,3,1,2,2,1
2790,24,2033.05,0,1,1,0,1,1,0,0,0,1,0,3,2,0
6490,23,1119.35,0,0,1,0,0,0,1,0,0,1,1,2,1,0
6470,60,5611.75,0,1,0,1,0,0,1,1,1,2,1,2,2,0
6041,49,3472.05,0,1,0,1,1,1,0,0,1,1,0,2,1,0
4402,61,6521.9,0,0,0,1,1,1,0,1,1,1,1,2,2,0
1527,36,3078.1,0,0,0,0,0,1,1,0,1,3,1,2,2,1
3786,25,2191.15,1,1,0,0,1,1,0,0,1,3,0,3,2,0
1197,22,1855.65,0,0,0,0,1,0,0,0,1,3,1,1,2,1
2535,63,4965.1,0,1,0,0,0,0,1,0,0,1,1,4,2,0
2945,22,2234.95,0,1,0,1,0,0,1,1,0,3,0,4,2,0
1475,22,1910.6,1,0,0,0,0,0,1,1,0,3,1,3,2,1
4046,9,661.55,0,0,0,1,0,0,0,0,0,3,0,2,2,0
933,36,2498.4,0,0,0,0,1,0,1,0,1,1,1,1,1,1
1145,49,4515.85,1,0,0,0,0,1,0,0,1,3,1,4,2,1
4062,3,268.45,0,0,0,0,1,1,0,0,1,3,0,2,2,0
3892,64,6889.8,0,0,0,0,0,1,1,1,1,1,1,4,2,0
1831,9,449.75,0,0,1,0,0,0,0,1,0,3,0,2,1,1
3928,71,6028.95,0,0,1,1,1,0,0,0,0,1,1,4,2,0
1485,13,1244.5,0,0,0,1,1,0,0,1,0,3,1,2,2,1
2933,20,2031.95,0,0,0,0,0,0,1,1,1,3,1,1,2,0
4168,44,3990.75,1,0,0,0,1,1,0,0,1,1,0,4,2,0
4762,67,7281.6,0,1,1,1,0,1,1,1,1,1,1,2,2,0
4457,66,6860.6,0,0,0,0,1,0,1,1,1,1,1,2,2,0
207,60,5453.4,0,1,0,0,1,1,0,1,0,1,0,2,2,1
6169,13,995.35,0,0,0,1,0,1,0,1,1,3,1,2,1,0
5511,15,1539.8,0,1,0,0,0,1,1,1,1,3,1,2,2,0
5461,7,349.8,0,1,1,0,0,0,0,0,0,3,0,2,1,0
6191,18,1380.4,0,0,0,1,0,0,0,0,0,3,1,2,2,0
256,7,660.9,0,0,0,0,0,1,0,1,1,3,1,2,2,1
5187,72,6595.9,0,1,1,1,1,1,1,1,1,2,0,4,1,0
5250,69,5031,1,0,0,1,0,1,1,0,1,2,0,4,1,0
800,49,3678.3,0,0,0,0,0,0,0,0,0,3,0,4,2,1
3346,70,5731.85,0,1,0,1,1,1,1,1,0,2,1,3,1,0
5955,21,1857.25,1,1,0,0,0,1,0,1,0,3,0,3,2,0
2688,40,2058.5,0,1,0,0,1,0,0,0,0,3,1,1,1,0
1295,4,365.4,0,1,0,0,1,0,0,1,0,3,1,2,2,1
6182,71,6388.65,0,1,0,1,1,1,1,1,1,2,0,4,1,0
2054,65,6126.15,1,1,0,1,1,1,0,0,1,3,0,2,2,0
3046,2,120.25,0,1,0,0,0,0,0,0,0,3,1,2,2,0
2327,38,3084.9,0,1,0,1,0,1,1,1,1,2,0,4,1,0
5099,66,7383.7,0,0,0,1,1,1,1,1,1,1,1,3,2,0
5722,65,7047.5,1,1,1,0,1,1,0,1,1,1,1,2,2,0
666,60,5742.9,0,1,0,0,1,1,0,1,0,3,1,2,2,1
5116,70,4858.7,0,1,1,1,0,1,0,1,0,2,0,4,1,0
6150,65,6631.85,0,0,0,0,1,1,0,1,1,2,0,4,2,0
1389,19,1465.75,0,1,0,0,0,0,0,0,1,3,1,2,2,1
1028,1,78.8,0,1,0,0,0,0,0,1,0,3,0,2,2,1
4015,6,297.35,0,1,1,0,0,0,1,0,0,3,1,1,1,0
1837,1,69.6,0,0,0,0,0,0,0,0,0,3,1,2,2,1
3424,22,1790.65,0,1,1,0,0,0,0,0,1,3,1,2,2,0
942,51,4146.05,1,1,0,0,1,1,0,0,0,3,1,2,2,1
4268,10,568.2,0,0,0,1,0,0,0,0,0,3,1,4,1,0
246,1,90.55,0,0,0,0,0,0,0,1,1,3,0,2,2,1
342,34,3207.55,0,1,0,0,0,0,0,1,1,3,1,2,2,1
1313,19,1046.5,0,0,0,0,0,1,1,0,0,3,1,4,1,1
2649,40,3208.65,0,0,0,0,0,1,1,1,1,1,1,1,1,0
6689,56,5669.5,0,1,0,0,0,1,1,1,1,3,1,2,2,0
1492,1,75.9,0,0,0,0,0,0,1,0,0,3,1,2,2,1
1161,30,2967.35,1,0,0,0,1,0,0,1,1,3,1,2,2,1
6574,36,3301.05,1,1,0,0,1,0,0,1,0,3,1,4,2,0
2036,8,624.6,0,0,0,0,0,0,0,1,0,3,1,3,2,0
412,3,127.1,1,0,0,0,0,0,0,0,0,3,0,2,1,1
1984,70,7930.55,0,1,0,1,1,1,0,1,1,1,1,4,2,0
5380,31,2156.25,0,0,0,1,1,1,1,1,0,3,1,3,1,0
3160,50,4304.5,0,0,0,0,0,1,1,0,1,2,1,3,2,0
6021,46,3168,0,1,0,0,1,0,0,1,1,3,1,4,1,0
1446,1,46,1,1,0,0,0,0,0,0,0,3,0,2,1,1
2575,54,5645.8,0,1,1,1,1,0,0,1,1,3,1,3,2,0
6850,72,8670.1,0,1,1,1,1,1,1,1,1,2,0,4,2,0
5939,45,2553.7,0,1,1,1,0,0,1,0,0,2,0,3,1,0
6639,53,3491.55,0,1,1,1,1,0,1,0,0,1,0,3,1,0
3565,71,7288.4,0,1,1,1,1,1,0,1,1,1,1,3,2,0
4592,3,235,0,1,1,0,1,1,0,1,0,3,1,3,1,0
62,2,80.55,0,1,0,0,0,0,0,0,0,3,1,4,1,1
3924,43,4107.3,0,1,0,1,1,0,0,0,1,3,1,2,2,0
1975,72,6425.65,1,1,0,1,1,1,1,1,1,2,1,4,1,0
2675,41,2839.95,0,1,0,0,1,1,0,1,0,1,0,3,1,0
2943,42,4586.15,0,1,0,0,0,1,1,1,1,1,1,2,2,0
3501,71,5999.85,0,1,0,1,0,1,1,1,1,2,1,4,1,0
2833,45,3533.6,0,1,0,1,0,1,1,1,1,2,1,1,1,0
1208,3,251.75,0,1,0,0,0,0,1,0,0,3,1,3,2,1
1283,5,455.5,0,0,0,0,1,0,0,1,0,3,1,2,2,1
2562,30,2538.05,0,1,1,0,0,1,0,0,1,1,0,2,2,0
5696,41,4133.95,1,0,0,0,1,1,0,1,1,3,1,2,2,0
3705,2,89.75,0,1,0,0,0,0,0,0,0,3,1,2,1,0
1675,13,1358.85,0,0,0,1,0,0,0,1,1,3,1,2,2,1
36,7,655.5,0,0,1,0,0,0,0,1,1,3,0,1,2,1
843,54,5763.3,0,1,0,1,1,0,0,1,1,1,0,3,2,1
2977,18,1247.75,0,0,0,0,0,0,0,0,0,3,1,2,2,0
5167,7,322.5,0,0,0,0,0,0,0,0,0,3,1,3,1,0
3077,68,5746.75,0,1,1,0,1,1,0,0,0,2,1,4,2,0
508,65,5940.85,0,1,0,0,1,0,0,1,0,3,1,3,2,1
6529,67,7039.05,0,0,1,0,1,0,1,1,1,2,1,2,2,0
1059,14,1415.55,0,0,0,0,1,0,0,1,1,3,1,2,2,1
5789,43,2907.35,0,1,0,1,1,0,1,0,0,3,0,3,1,0
5648,57,5925.75,0,1,0,1,1,1,1,1,0,3,1,2,2,0
6278,72,8033.1,0,1,1,1,1,1,1,1,1,2,0,3,2,0
4352,31,2939.8,0,1,0,0,0,1,0,1,1,1,1,2,2,0
5909,9,651.5,0,0,0,0,0,0,0,0,0,3,0,2,2,0
